district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
中和區,房地(土地+建物),新北市中和區景平路493巷12弄1~30號,49.79,住,,,1060916,土地6建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661219,74.76,4,1,1,有,無,9000000,120385,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;本案為賣方以土地法34-1條多數決出賣,RPTSMLRLQHOFFHF77CA
土城區,房地(土地+建物),新北市土城區青雲路411巷12弄1~30號,13.56,住,,,1080629,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681026,42.98,3,1,1,有,無,2370000,55142,,0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLNJRHOFFAF88EA
中和區,房地(土地+建物),新北市中和區華福街42巷1弄1~30號,21.5,住,,,1080606,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670421,78.86,3,2,1,有,無,8350000,105884,,0,0,含增建或未登記建物。權利人共計二人。,RPTQMLKMPHOFFHF96DA
三重區,房地(土地+建物),新北市三重區忠孝路一段21巷18弄1~30號,23.25,住,,,1080629,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650116,76.96,3,2,1,有,無,7150000,92905,,0,0,含增建或未登記建物。,RPSOMLLJQHOFFGF09DA
新店區,房地(土地+建物),新北市新店區大同街1~30號,30.53,住,,,1080622,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690620,56.02,3,2,1,有,無,12000000,214209,,0,0,含增建或未登記建物。,RPPOMLRJQHOFFCF98DA
樹林區,房地(土地+建物),新北市樹林區文化街25巷1弄1~30號,32.75,住,,,1080607,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.11,3,2,1,有,無,6200000,71174,,0,0,含增建或未登記建物。;增建為未登記之防空避難室權利人共計2人,RPROMLLJQHOFFIF09CA
永和區,房地(土地+建物),新北市永和區成功路一段121~150號,20.99,住,,,1080607,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650127,67.28,3,2,1,有,無,6340000,94233,,0,0,含增建或未登記建物。;,RPUSMLPJQHOFFHF47CA
中和區,房地(土地+建物),新北市中和區自立路31~60號,24.11,住,,,1080621,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670915,82.69,3,1,1,有,無,4350000,52606,,0,0,親友、員工或其他特殊關係間之交易。;,RPQPMLLMPHOFFHF56CA
中和區,房地(土地+建物),新北市中和區大仁街10巷9弄31~60號,27.86,住,,,1080625,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661022,69.51,3,1,1,有,無,7200000,103582,,0,0,,RPSPMLLMPHOFFHF76CA
三重區,房地(土地+建物),新北市三重區三和路四段396巷1~30號,26.25,住,,,1080619,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661219,83,2,2,1,有,無,7800000,93976,,0,0,含增建或未登記建物。;,RPRNMLPKQHOFFGF66CA
金山區,房地(土地+建物),新北市金山區信義路64巷1~30號,67.75,住,,,1080330,土地1建物1車位0,一層，二層，三層，四層,四層,透天厝,住家用,鋼筋混凝土造,840505,169.64,3,2,2,有,無,5800000,34190,,0,0,,RPPNMLQJQHOFFDF78CA
新店區,房地(土地+建物),新北市新店區寶興路31~60號,43.8,工,,,1080625,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,700829,81.84,4,0,4,有,有,8000000,97752,,0,0,,RPXOMLMJQHOFFCF56CA
新店區,房地(土地+建物),新北市新店區中正路301~330號,24.61,住,,,1080707,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,75.4,2,2,1,有,無,8600000,114058,,0,0,含增建或未登記建物。;,RPVNMLLJQHOFFCF78CA
新莊區,房地(土地+建物)+車位,新北市新莊區新樹路511~540號,48.34,工,,,1080722,土地1建物1車位3,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,981117,199.739999999999,6,2,4,有,有,15000000,75098,坡道平面,0,0,親友、員工或其他特殊關係間之交易。;,RPXRMLQJQHOFFBF17CA
板橋區,房地(土地+建物),新北市板橋區海山路31~60號,27,住,,,1080618,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土加強磚造,790411,80.97,3,1,1,有,無,18500000,228480,,0,0,騎樓外推,RPSNMLMJQHOFFAF38CA
板橋區,房地(土地+建物),新北市板橋區雙十路二段33巷31~60號,43.25,住,,,1080702,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,71.44,0,1,1,有,無,8500000,118981,,0,0,含增建或未登記建物。,RPRNOLLMPHOFFAF58CA
板橋區,房地(土地+建物),新北市板橋區大觀路二段37巷151~180號,22.71,住,,,1080524,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,70.65,3,2,1,有,無,6100000,86341,,0,0,含頂樓增建及陽台外推。,RPXNMLSKPHOFFAF86CA
新莊區,房地(土地+建物),新北市新莊區民樂街65巷1~30號,33.15,住,,,1080526,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660818,86.15,3,2,1,有,無,7300000,84736,,0,0,,RPPNNLSKPHOFFBF88CA
新店區,房地(土地+建物),新北市新店區光華街5巷31~60號,37.74,住,,,1080625,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680515,81.74,2,2,1,有,無,5400000,66063,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLPKPHOFFCF78CA
新店區,房地(土地+建物),新北市新店區中華路54巷1~30號,20.36,住,,,1080618,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,69.24,2,2,1,有,無,9880000,142692,,0,0,含增建或未登記建物。;,RPXOMLRKPHOFFCF07CA
汐止區,房地(土地+建物),新北市汐止區忠孝東路301~330號,23,住,,,1080605,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680807,81.51,2,2,1,有,無,7000000,85879,,0,0,含增建或未登記建物。;,RPPPMLMKPHOFFDF58CA
汐止區,房地(土地+建物),新北市汐止區新興路1~30號,34.25,商,,,1080618,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,116.29,3,2,2,有,無,8200000,70513,,0,0,,RPSQMLQKPHOFFDF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區中正路二段1~30號,96.46,住,,,1080620,土地1建物1車位1,一層，二層，三層，四層,四層,透天厝,住家用,鋼筋混凝土造,971219,251.99,3,3,3,有,有,17000000,67463,坡道平面,26.76,0,閣樓增建,RPSSMLNKQHOFFEF86CA
三重區,房地(土地+建物),新北市三重區大同北路34巷1~30號,17.61,住,,,1080517,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,621113,40.32,2,1,1,有,無,7000000,173611,,0,0,含增建或未登記建物。;,RPQQMLLKPHOFFGF98CA
蘆洲區,房地(土地+建物),新北市蘆洲區和平路121巷14弄1~30號,20.74,住,,,1080615,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680122,66,2,1,1,有,無,6300000,95455,,0,0,二等親買賣,RPRNMLMKPHOFFGF88CA
蘆洲區,房地(土地+建物),新北市蘆洲區中山一路120巷7弄1~30號,19.83,住,,,1080618,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640826,66,3,2,2,有,無,6250000,94697,,0,0,含增建或未登記建物。;,RPPRMLMKPHOFFGF09CA
三重區,房地(土地+建物),新北市三重區三和路三段167巷31~60號,22.5,住,,,1080521,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660924,69,3,1,1,有,無,11700000,169565,,0,0,含增建或未登記建物。;,RPWUMLMKPHOFFGF47CA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路151~180號,41.08,住,,,1080530,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680807,85,3,2,1,有,無,7000000,82353,,0,0,,RPSNMLQKPHOFFGF76CA
永和區,房地(土地+建物),新北市永和區保平路111巷2弄1~30號,17.55,商,,,1080605,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640419,43.22,3,2,2,有,無,5000000,115687,,0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLQKPHOFFHF96CA
中和區,房地(土地+建物),新北市中和區景平路385巷65弄1~30號,38.27,住,,,1080603,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691018,85.56,3,2,2,有,無,8000000,93502,,0,0,,RPQQMLQKPHOFFHF96CA
中和區,房地(土地+建物),新北市中和區大勇街25巷13弄1~30號,42.51,住,,,1080528,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,610415,112.29,4,2,2,有,無,11380000,101345,,0,0,,RPUPMLNLPHOFFHF07CA
新店區,房地(土地+建物),新北市新店區寶元路二段18巷1~30號,43.44,住,,,1080517,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,660527,76.6,3,2,1,有,無,8200000,107050,,0,0,含增建或未登記建物。,RPWNMLKLPHOFFCF98DA
中和區,房地(土地+建物),新北市中和區景新街481~510號,25.36,住,,,1080604,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,621022,73.1,3,2,2,有,無,6320000,86457,,0,0,含增建或未登記建物。,RPTRMLLKPHOFFHF96DA
中和區,房地(土地+建物),新北市中和區連城路249巷30弄1~30號,26.21,住,,,1080611,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680718,75.6,3,1,1,有,無,6000000,79365,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLMKPHOFFHF09DA
中和區,房地(土地+建物),新北市中和區景平路64巷13弄1~30號,19.46,住,,,1080704,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650705,43.2,2,1,1,有,無,5000000,115741,,0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLPKPHOFFHF66EA
板橋區,房地(土地+建物),新北市板橋區建國街54巷1~30號,25,住,,,1080530,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,630416,79,3,2,1,有,無,8000000,101266,,0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLPKPHOFFAF58EA
三峽區,房地(土地+建物)+車位,新北市三峽區大德路61~90號,130.23,住,,,1080602,土地3建物1車位1,一層，二層，三層，四層,四層,透天厝,住家用,鋼筋混凝土造,980303,338.98,4,3,3,有,無,29100000,85846,坡道平面,16.45,0,含增建或未登記建物。,RPUPMLPKPHOFFIF37DA
永和區,房地(土地+建物),新北市永和區和平街31~60號,47.78,住,,,1080528,土地7建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,630525,116.21,13,0,13,有,無,14200000,122193,,0,0,含增建或未登記建物,RPURMLLJQHOFFHF07DA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路16巷31~60號,108.04,住,,,1080614,土地1建物1車位2,一層，二層，三層，四層,四層,透天厝,住家用,鋼筋混凝土造,960814,266.55,7,2,4,有,有,16250000,60964,其他,27.94,0,含增建或未登記建物。權利人共二人.,RPVSMLOLPHOFFEF37DA
樹林區,房地(土地+建物),新北市樹林區三福街121巷1~30號,19.93,住,,,1080605,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660802,71.52,3,1,1,有,無,5200000,72707,,0,0,,RPUQMLMLPHOFFIF17CA
中和區,房地(土地+建物),新北市中和區保健路10巷23弄1~30號,33.65,住,,,1080613,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630415,84.01,3,1,1,有,無,8750000,104154,,0,0,,RPUNMLRKPHOFFHF17CA
中和區,房地(土地+建物),新北市中和區華福街31~60號,15.63,住,,,1080704,土地1建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,660128,71.86,1,1,1,有,無,4600000,64013,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLOKPHOFFHF56CA
三重區,房地(土地+建物),新北市三重區大同南路81巷1~30號,21.56,住,,,1080626,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760122,49.17,2,1,1,有,無,4500000,91519,,0,0,,RPPOMLRJQHOFFGF66CA
三重區,房地(土地+建物),新北市三重區碧華街361~390號,24.25,住,,,1080611,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670201,68,3,2,2,有,無,7250000,106618,,0,0,,RPSPMLSKPHOFFGF17CA
淡水區,房地(土地+建物),新北市淡水區淡金路三段46巷58弄1~30號,67.38,其他,,,1080621,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701128,105.42,3,2,1,有,無,3500000,33201,,0,0,前陽台外推,RPSPMLRKPHOFFEF86CA
新店區,房地(土地+建物),新北市新店區三民路117巷1弄1~30號,35.85,其他,,,1080605,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640402,98.56,3,2,1,有,無,10000000,101461,,0,0,,RPVOMLOLPHOFFCF66CA
新店區,房地(土地+建物),新北市新店區寶興路68巷1~30號,28.7,其他,,,1080609,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671123,86.11,2,2,1,有,有,5940000,68982,,0,0,含增建或未登記建物。;,RPPNMLTKPHOFFCF98CA
新店區,房地(土地+建物),新北市新店區大新街7巷31~60號,47.38,住,,,1080611,土地8建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650521,91.13,3,2,1,有,無,11000000,120707,,0,0,含增建或未登記建物。;,RPQOMLQKPHOFFCF88CA
林口區,房地(土地+建物)+車位,新北市林口區文化一路一段100巷31~60號,148.74,住,,,1080625,土地1建物1車位5,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010604,426.64,4,3,4,有,有,39500000,92584,坡道平面,83.53,0,,RPQSMLTKPHOFFBF86CA
新莊區,房地(土地+建物),新北市新莊區中港路288巷31~60號,19.63,住,,,1080518,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640118,61.57,0,0,0,無,無,9660000,156895,,0,0,含增建或未登記建物。;,RPVTMLRKPHOFFBF27CA
板橋區,房地(土地+建物),新北市板橋區懷仁街35巷2弄1~30號,29,住,,,1080616,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671124,85.56,3,2,1,有,無,8600000,100514,,0,0,含增建或未登記建物。;,RPSPMLSKPHOFFAF56CA
樹林區,房地(土地+建物),新北市樹林區佳園路一段75巷91~120號,85.5,住,,,1080611,土地1建物1車位0,一層，二層，三層，四層,四層,透天厝,住家用,鋼筋混凝土造,830421,184.55,6,2,4,有,有,8680000,47033,,0,0,,RPXWMLSKPHOFFIF68DA
板橋區,房地(土地+建物),新北市板橋區中正路216巷31~60號,20.25,住,,,1080614,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630905,75,3,1,1,有,無,7200000,96000,,0,0,含增建或未登記建物。,RPPPMLPKPHOFFAF68DA
新莊區,房地(土地+建物),新北市新莊區四維路152巷31~60號,14.04,住,,,1080706,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661109,45.26,3,2,1,有,無,3000000,66284,,0,0,親友、員工或其他特殊關係間之交易。;,RPPQMLTKPHOFFBF66DA
板橋區,房地(土地+建物),新北市板橋區南雅西路二段1~30號,34.25,住,,,1080624,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,105.12,4,2,2,有,無,6000000,57078,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPRNMLNLPHOFFAF68EA
新莊區,房地(土地+建物),新北市新莊區中正路新生巷31~60號,23.74,住,,,1080624,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681224,81.49,3,1,1,有,無,7800000,95717,,0,0,,RPVQMLPKPHOFFBF96EA
土城區,房地(土地+建物),新北市土城區國際路31巷1~30號,13.51,住,,,1080616,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650929,48.58,1,1,1,有,無,3700000,76163,,0,0,陽台外推,RPSQMLPKPHOFFAF98CA
新莊區,房地(土地+建物),新北市新莊區新樹路241~270號,85.7,工,,,1080326,土地3建物1車位0,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,951109,257.37,3,2,3,有,有,20000000,77709,,0,0,,RPPRMLQKPHOFFBF98CA
三重區,房地(土地+建物),新北市三重區忠孝路一段1~30號,22.5,住,,,1080618,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,620209,74.93,3,2,2,有,無,8328000,111144,,0,0,含增建或未登記建物。;,RPSOMLRKPHOFFGF96CA
蘆洲區,房地(土地+建物),新北市蘆洲區中正路185巷45弄1~30號,26.33,住,,,1080613,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690214,92,3,2,2,有,無,7830000,85109,,0,0,,RPOOMLMJQHOFFGF68CA
中和區,房地(土地+建物),新北市中和區水源路1~30號,28.02,住,,,1080620,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670201,75.44,2,2,1,有,無,6000000,79533,,0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLSKPHOFFHF27CA
蘆洲區,房地(土地+建物),新北市蘆洲區信義路59巷8弄1~30號,23.63,住,,,1080629,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661111,72,3,2,2,有,無,6730000,93472,,0,0,,RPWOMLNLPHOFFGF07CA
三重區,房地(土地+建物),新北市三重區永安北路二段5巷31~60號,24.25,住,,,1080430,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680308,82,1,2,1,有,無,10500000,128049,,0,0,,RPWNMLQLPHOFFGF27CA
汐止區,房地(土地+建物),新北市汐止區福安街61巷1~30號,14,住,,,1080702,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701229,42.45,3,1,1,有,無,2500000,58893,,0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLPLPHOFFDF96CA
新莊區,房地(土地+建物),新北市新莊區福樂街1~30號,21.19,住,,,1080522,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680511,67.88,2,1,1,有,無,6000000,88391,,0,0,親友、員工或其他特殊關係間之交易。,RPTPMLPJQHOFFBF09CA
泰山區,房地(土地+建物),新北市泰山區和平街1~30號,98.66,住,,,1080521,土地2建物1車位0,一層，二層，三層，四層,四層,透天厝,住家用,鋼筋混凝土造,971127,250.4,5,3,7,有,有,23880000,95367,,0,0,含增建或未登記建物。;,RPOQMLOLPHOFFBF68CA
板橋區,房地(土地+建物),新北市板橋區中正路379巷1弄1~30號,22.75,住,,,1080608,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640901,87.25,3,2,1,有,無,8580000,98338,,0,0,含增建或未登記建物。,RPWOMLQKPHOFFAF66CA
三重區,房地(土地+建物),新北市三重區仁義街178巷1~30號,33.25,住,,,1080621,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680427,92,3,1,1,有,無,8340000,90652,,0,0,,RPRPMLLMPHOFFGF76EA
淡水區,房地(土地+建物)+車位,新北市淡水區南勢埔47巷1~30號,58.51,,山坡地保育區,丙種建築用地,1080520,土地1建物1車位1,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,820304,130.11,3,1,2,有,無,5200000,39966,坡道平面,23.15,0,,RPSNMLMLPHOFFEF09EA
板橋區,房地(土地+建物),新北市板橋區海山路31~60號,27,住,,,1080605,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,790411,97.45,3,2,1,有,無,10400000,106721,,0,0,"含增建屋頂突出物,撤銷原申報書序號A1FA10807190002",RPQPMLMLQHOFFAF78EA
永和區,房地(土地+建物),新北市永和區雙和街17巷1~30號,25.66,住,,,1080531,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,601203,74.4,3,2,1,有,無,10500000,141129,,0,0,,RPQNMLNJPHOFFHF56CD
板橋區,房地(土地+建物),新北市板橋區金門街361~390號,43.58,住,,,1080528,土地3建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,109.54,4,2,2,有,無,7180000,65547,,0,0,含增建或未登記建物。,RPQPMLQLPHOFFAF98DA
板橋區,房地(土地+建物),新北市板橋區三民路一段3巷1~30號,25.25,住,,,1080619,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,73.76,3,1,1,有,無,6300000,85412,,0,0,含增建或未登記建物。,RPPOMLQKPHOFFAF68DA
汐止區,房地(土地+建物)+車位,新北市汐止區伯爵街94巷1~30號,87.76,,山坡地保育區,丙種建築用地,1080601,土地1建物1車位1,一層，二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,880430,228.23,4,2,3,有,有,16600000,72734,坡道平面,0,1300000,含增建或未登記建物。,RPQTMLMLPHOFFDF66DA
三重區,房地(土地+建物),新北市三重區大智街241~270號,24,住,,,1080610,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631128,67.8,3,2,1,有,無,7300000,107670,,0,0,含增建或未登記建物。,RPPNMLKLPHOFFGF68DA
永和區,房地(土地+建物),新北市永和區中正路1~30號,21.02,商,,,1080528,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,630907,58.44,5,2,3,有,無,7250000,124059,,0,0,含增建或未登記建物。,RPVNMLKLPHOFFHF76DA
新店區,房地(土地+建物),新北市新店區平等街1~30號,36.36,住,,,1080604,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660125,93.44,5,2,2,有,無,18500000,197988,,0,0,,RPQNMLMLPHOFFCF58DA
汐止區,房地(土地+建物)+車位,新北市汐止區秀山路97巷1~30號,83.44,,山坡地保育區,丙種建築用地,1080703,土地2建物1車位1,三層，四層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850628,182.11,3,2,3,有,有,7200000,39537,坡道平面,0,0,,RPPNMLLLPHOFFDF48DA
鶯歌區,房地(土地+建物),新北市鶯歌區德昌街197巷1~30號,121.34,住,,,1080626,土地4建物1車位0,一層，二層，三層，四層,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011113,275.049999999999,4,1,2,有,有,19880000,72278,,0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPVNMLMLQHOFFIF27EA
板橋區,房地(土地+建物),新北市板橋區稚暉街37巷1~30號,35.25,住,,,1080610,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.32,4,2,2,有,無,12860000,162128,,0,0,含增建或未登記建物。權利人姓名有難字。,RPROMLSKPHOFFAF98CA
泰山區,房地(土地+建物),新北市泰山區楓江路16巷1~30號,22.5,住,,,1080516,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,641205,89.44,4,2,2,有,無,6200000,69320,,0,0,含增建或未登記建物。;瑕疵物件之交易。;,RPQPMLLMPHOFFBF58CA
金山區,房地(土地+建物),新北市金山區慈護街1~30號,30.71,商,,,1080506,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690326,111.15,3,2,1,有,無,2980000,26811,,0,0,,RPVNMLPKQHOFFDF76CA
淡水區,房地(土地+建物),新北市淡水區新生街51巷1~30號,20.79,住,,,1080619,土地1建物1車位0,三層，走廊,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670621,72.78,3,2,2,有,無,4000000,54960,,0,0,,RPTRMLOLPHOFFEF96CA
三重區,房地(土地+建物),新北市三重區三和路三段125巷1~30號,20.5,住,,,1080619,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661124,78,3,2,1,有,無,6000000,76923,,0,0,親友、員工或其他特殊關係間之交易。;親友間移轉,RPROMLRKPHOFFGF86CA
三重區,房地(土地+建物),新北市三重區三和路三段107巷1~30號,22,住,,,1080625,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,611101,66.3,2,2,1,有,無,6250000,94268,,0,0,,RPXRMLNLPHOFFGF47CA
中和區,房地(土地+建物),新北市中和區保健路67巷1~30號,32.34,住,,,1080617,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650514,88.68,3,2,1,有,無,9950000,112201,,0,0,,RPSNMLRKPHOFFHF96CA
中和區,房地(土地+建物),新北市中和區板南路181~210號,26.2,住,,,1080619,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661024,94.08,2,1,1,有,無,3700000,39328,,0,0,親友、員工或其他特殊關係間之交易。;本買賣案件係屬三親等間特殊交易，其交易價格可能異於市場正常交易價格。,RPPQMLSKPHOFFHF07CA
永和區,房地(土地+建物),新北市永和區得和路45巷16弄1~30號,34.95,住,,,1080610,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660726,94.64,3,2,1,有,無,10050000,106192,,0,0,含增建或未登記建物。;,RPSNMLSKPHOFFHF07CA
中和區,房地(土地+建物),新北市中和區中山路三段63巷11弄1~30號,20.45,住,,,1080526,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660604,70,1,2,1,有,無,6620000,94571,,0,0,含增建或未登記建物。;,RPXPMLNLPHOFFHF37CA
中和區,房地(土地+建物),新北市中和區和平路200巷1~30號,34.73,住,,,1080528,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660430,90.15,6,0,6,有,無,15000000,166389,,0,0,含增建或未登記建物。;,RPQNMLPJQHOFFHF56CA
中和區,房地(土地+建物),新北市中和區莊敬路33巷31~60號,44.26,住,,,1080618,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650831,88.55,3,1,1,有,無,7500000,84698,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLKMQHOFFHF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區文化路541~570號,46.53,,鄉村區,乙種建築用地,1080429,土地1建物1車位0,一層，二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,138.52,3,2,2,有,無,7350000,53061,,0,0,,RPQPMLMLPHOFFIF66CA
